text,content,Does this content is relevant with text?
https://www.huffingtonpost.com/entry/whoopi-goldberg-oscars_us_56a76fe1e4b0172c659413b6,entertainment,non-relevant
https://www.theonion.com/bounty-brawny-ceos-wearing-down-patience-of-mutual-fri-1819570942,fashion,non-relevant
https://www.huffingtonpost.com/entry/sherman-alexie-writers-under-trump_us_584998f8e4b08283d6b4ed0c,entertainment,non-relevant
https://www.huffingtonpost.com/entry/nbc-ayman-mohyeldin-return-to-gaza_n_5601145.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/tom-cotton-waterboarding_us_5823a501e4b0e80b02ceb6e4,fashion,non-relevant
https://www.huffingtonpost.com/entry/mike-ditka-oppression_us_59dcd977e4b00377980c03ad,entertainment,non-relevant
https://www.huffingtonpost.com/entry/ivanka-trump-judaism-largest-world-religions_us_593e7933e4b0c5a35ca112f4,entertainment,non-relevant
https://www.huffingtonpost.com/entry/best-toys-kid-products-prime-day_us_59553139e4b0da2c7321e754,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-sanders-phenomenon_b_10180994.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/khloe-kardashian-waist-instagram_n_5259261.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/gop-debate-utah-canceled_us_56e9966ce4b0b25c9184203e,entertainment,non-relevant
https://www.huffingtonpost.com/entry/a-trove-of-lost-and-found_n_5738476.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/bear-family-pool-party_us_55d734dee4b08cd3359bb180,animals,non-relevant
https://www.huffingtonpost.com/entry/dustin-hoffman-accusers-nbc-interview_us_5a3924b1e4b0fc99878eceb1,entertainment,non-relevant
https://www.huffingtonpost.com/entry/another-open-letter-to-betsy-devos-from-a-public-school_us_5921a1fee4b07617ae4cbd07,academic,non-relevant
https://www.huffingtonpost.com/entry/6-tips-to-jump-start-your_b_7727554.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/transphobic-target-man-confrontation_us_5743655ce4b0613b512b044b,entertainment,non-relevant
https://www.huffingtonpost.com/entry/xmas-gifts-from-trump_us_5a28f8a8e4b03ece03001d15,entertainment,non-relevant
https://www.huffingtonpost.com/entry/ronda-rousey-predicted-lose_us_56488171e4b045bf3def7cd5,sports,non-relevant
https://www.huffingtonpost.com/entry/a-brief-pun-intended-hist_b_7053048.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/oklahoma-city-thunder-durant-shot-gifs_n_5188756.html,sports,non-relevant
https://www.huffingtonpost.com/entry/russia-trump_us_58760102e4b092a6cae3fe90,entertainment,non-relevant
https://www.huffingtonpost.com/entry/bible-comics_n_5111481.html,science,non-relevant
https://www.huffingtonpost.com/entry/7-fascinating-but-forgott_b_5697800.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/setting-goals-steve-harvey_n_6367942.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/cyber-monday-guide-2015_us_5654ba94e4b0879a5b0cbc23,fashion,non-relevant
https://www.huffingtonpost.com/entry/trump-brexit-refugees_us_587bf562e4b09281d0eb80da,entertainment,non-relevant
https://www.theonion.com/science-fiction-writer-admits-unstoppable-killing-machi-1819569329,entertainment,non-relevant
https://www.huffingtonpost.com/entry/gunman-kills-two-american-advisors-in-kabul-shooting_us_580788fee4b0dd54ce369996,entertainment,non-relevant
https://www.huffingtonpost.com/entry/kris-kobach-private-email_us_59c15bfbe4b0f22c4a8d1dbd,fashion,non-relevant
https://www.theonion.com/stray-dad-found-in-lumber-section-of-the-home-depot-1819575703,parenting,non-relevant
https://www.huffingtonpost.com/entry/charles-darwin--the-sunmi_b_6162514.html,technology,non-relevant
https://www.huffingtonpost.com/entry/women-breastfeeding-at-work_us_561d624ee4b0c5a1ce60dba3,parenting,non-relevant
https://www.theonion.com/sheets-changed-after-every-breakup-1819567289,fashion,non-relevant
https://www.huffingtonpost.com/entry/walking-meetings-productive_n_5333120.html,fashion,non-relevant
https://www.theonion.com/man-overjoyed-he-no-longer-has-to-purchase-entire-day-s-1819578278,sports,non-relevant
https://www.huffingtonpost.com/entry/stone-brewing-evacuates_n_5335412.html,animals,non-relevant
https://www.huffingtonpost.com/entry/national-parks-lgbtq_us_57fd5c09e4b0e9c70229af70,animals,non-relevant
https://www.huffingtonpost.com/entry/safeguarding-americas-health-system-from-sabotage_us_5a1ecf33e4b0e37da0447b66,fashion,non-relevant
https://www.theonion.com/jonathan-safran-foer-guesses-it-s-time-to-give-up-on-si-1824077900,entertainment,non-relevant
https://www.huffingtonpost.com/entry/luke-aikins-skydive-parachute_us_579d7485e4b08a8e8b5e5a04,sports,non-relevant
https://www.theonion.com/study-universe-actually-shrunk-by-about-19-inches-last-1819589814,fashion,non-relevant
https://www.theonion.com/power-crazed-orkin-man-burns-house-to-ground-1819567429,sports,non-relevant
https://www.huffingtonpost.com/entry/will-all-senate-republicans-kowtow-to-trump-and-the_us_58e50789e4b09dbd42f3dc4a,fashion,non-relevant
https://www.huffingtonpost.com/entry/deputy-brings-homeless-man-he-saw-on-side-of-highway-to-mcdonalds-so-hed-be-warm_us_568d5698e4b0a2b6fb6e4265,entertainment,non-relevant
https://www.theonion.com/google-employees-disappointed-15th-anniversary-party-on-1819575642,fashion,non-relevant
https://www.theonion.com/study-average-american-tries-getting-out-of-10-000-thi-1819576586,sports,non-relevant
https://www.huffingtonpost.com/entry/congress-bailout-great-recession_us_599343e2e4b009141640806f,fashion,non-relevant
https://www.huffingtonpost.com/entry/a-different-kind-of-mom_us_57b8bf69e4b007f18198889d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/uber-halt-self-driving-cars-california_us_5abaa6ede4b03e2a5c7704ad,technology,non-relevant
https://www.huffingtonpost.com/entry/from-tiger-mothers-to-fre_b_6773744.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/donald-trump-goodell_us_58934586e4b0af07cb6bbebc,entertainment,non-relevant
https://www.huffingtonpost.com/entry/trump-congress-libel-wall-street-journal_us_5a57d91ae4b0720dc4c58976,entertainment,non-relevant
https://www.huffingtonpost.com/entry/flag-underwear-world-series_us_59f75619e4b0c0c8e67b2c7f,fashion,non-relevant
https://www.huffingtonpost.com/entry/why-chinese-parents-dont-say-i-love-you_us_584b5739e4b01713310510a9,parenting,non-relevant
https://www.huffingtonpost.com/entry/americans-think-white-house-creating-problems_us_598a217ce4b0449ed5062d2f,entertainment,non-relevant
https://www.theonion.com/theater-major-has-too-long-borne-shakespeare-teachers-b-1819568815,entertainment,non-relevant
https://www.huffingtonpost.com/entry/a-lancet-breakthrough-pub_b_7777494.html,fashion,non-relevant
https://www.theonion.com/freemasons-return-to-jupiter-1819586200,science,non-relevant
https://www.huffingtonpost.com/entry/after-criticism-cleveland-officials-to-outline-convention-security-plans_us_574ae78ee4b03ede441510d3,fashion,non-relevant
https://www.theonion.com/new-teen-trend-walking-wet-and-nude-couldn-t-have-cau-1819591534,fashion,non-relevant
https://www.huffingtonpost.com/entry/justin-bieber-scold-spanish_us_5638b5cbe4b079a43c047be0,entertainment,non-relevant
https://www.huffingtonpost.com/entry/mudbound-netflix-oscar-nominations_us_5a67440fe4b0e5630073a15d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/grammy-nominations-2016_us_56658a7ee4b079b2818f190b,entertainment,non-relevant
https://www.theonion.com/slight-inconvenience-avoided-1819566029,sports,non-relevant
https://www.huffingtonpost.com/entry/nbc-law-and-order-true-crime-menendez-brothers-series_us_57893e39e4b0867123e14152,entertainment,non-relevant
https://www.huffingtonpost.com/entry/berlin-christmas-market-attack_us_5858cecbe4b0b3ddfd8e82c5,entertainment,non-relevant
https://www.huffingtonpost.com/entry/orlando-shooting-food-donations_us_57604e3de4b0e4fe5143eb6f,entertainment,non-relevant
https://www.huffingtonpost.com/entry/jeff-flake-republicans-lead_us_5aab28aae4b0c33361af33a6,entertainment,non-relevant
https://www.huffingtonpost.com/entry/dentist-buys-back-halloween-candy_us_56376154e4b00aa54a4ea562,fashion,non-relevant
https://www.theonion.com/mta-officials-assure-new-yorkers-that-today-s-subway-wi-1821190648,fashion,non-relevant
https://www.theonion.com/routine-drunk-driving-trip-turns-tragic-for-five-local-1819586615,entertainment,non-relevant
https://www.theonion.com/new-antidepressant-makes-friends-problems-seem-worse-1819575964,entertainment,non-relevant
https://www.huffingtonpost.com/entry/brandon-chrostowski-edwins-restaurant-teaches-ex-offenders-how-to-cook_us_56fd7019e4b0daf53aef2350,entertainment,non-relevant
https://www.huffingtonpost.com/entry/5-entrepreneurial-rules-t_b_7780328.html,fashion,non-relevant
https://www.theonion.com/laser-pointer-aimed-toward-space-in-1997-finally-annoyi-1819571377,science,non-relevant
https://www.huffingtonpost.com/entry/7-things-you-probably-didnt-know-about-christmas_us_5851d850e4b016e9c118828a,fashion,non-relevant
https://www.huffingtonpost.com/entry/2016-man-booker-prize_us_581023ffe4b001e247df4321,entertainment,non-relevant
https://www.huffingtonpost.com/entry/your-favorite-female-star-wars-heroes-finally-get-their-own-series_us_58ef68eae4b0b9e98489b03a,entertainment,non-relevant
https://www.theonion.com/nation-checks-out-cnn-com-to-see-what-their-old-pals-th-1819574972,animals,non-relevant
https://www.theonion.com/small-town-beginning-to-wonder-what-taking-heroin-epide-1819579260,animals,non-relevant
https://www.huffingtonpost.com/entry/new-ted-cruz-superpacs-ta_n_7024478.html,sports,non-relevant
https://www.huffingtonpost.com/entry/domestic-abuse-olliette-murry-drobot_us_59a5bd08e4b063ae34d96f61,parenting,non-relevant
https://www.huffingtonpost.com/entry/dogs-smell-grandmas-scent-set-off-on-quest-to-find-her_us_584c2eede4b0bd9c3dfd1730,animals,non-relevant
https://www.huffingtonpost.com/entry/smbs-are-changing-the-way_b_6582754.html,fashion,non-relevant
https://www.theonion.com/worlds-physicists-complete-study-of-physics-1819571253,science,non-relevant
https://www.huffingtonpost.com/entry/how-to-really-listen-in-a_b_8126742.html,entertainment,non-relevant
https://www.theonion.com/heroic-turtle-dials-most-of-911-1819587282,animals,non-relevant
https://www.huffingtonpost.com/entry/miscarriage-stories-what-its-like_us_589e21cee4b094a129eb076a,parenting,non-relevant
https://www.huffingtonpost.com/entry/texas-anti-lgbt-bills_us_584873d3e4b0f9723cfff3be,entertainment,non-relevant
https://www.huffingtonpost.com/entry/man-accused-of-new-hampsh_n_5462404.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/british-public-on-the-hunt-for-witches-marks-this-halloween_us_58179b1ae4b0390e69d1e098,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-best-volunteer-progra_b_7566478.html,fashion,non-relevant
https://www.theonion.com/nasa-completely-forgot-probe-was-returning-today-1819568305,science,non-relevant
https://www.theonion.com/3m-introduces-new-line-of-protective-foam-eye-plugs-1822590036,fashion,non-relevant
https://www.huffingtonpost.com/entry/michael-b-jordan-sets-fire-to-first-fahrenheit-451-trailer_us_5a95795ce4b01f65f59aa9aa,entertainment,non-relevant
https://www.theonion.com/astronomers-predict-giant-asteroid-will-hit-nations-the-1819564716,science,non-relevant
https://www.huffingtonpost.com/entry/reagan-opinion-roe-wade-harassment_us_5a63d88ee4b0dc592a096aa1,parenting,non-relevant
https://www.theonion.com/hussein-judge-hoping-for-fair-speedy-assassination-1819568536,technology,non-relevant
https://www.theonion.com/third-world-disease-eliminated-with-hot-air-hand-dryers-1819565375,animals,non-relevant
https://www.huffingtonpost.com/entry/yayoi-kusama-selfie-snapper-smashes-sculpture_us_58b6975de4b0780bac2e9046,fashion,non-relevant
https://www.theonion.com/swiss-unable-to-maintain-neutrality-toward-delicious-pa-1819564621,fashion,non-relevant
https://www.huffingtonpost.com/entry/9-things-all-parents-of-college-kids-do-but-hate-to-admit_us_56cc6f94e4b041136f1845ca,parenting,non-relevant
https://www.theonion.com/thousands-of-new-orleans-households-still-without-polit-1819568190,parenting,non-relevant
https://www.huffingtonpost.com/entry/reuniting-families-with-remains_b_5849866.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/yahoos-newfront-pulses-to_b_7195252.html,entertainment,non-relevant
https://www.theonion.com/look-at-it-its-goddamn-beautiful-1819590339,fashion,non-relevant
https://www.huffingtonpost.com/entry/how-to-lose-to-the-islami_b_6244574.html,technology,non-relevant
https://www.huffingtonpost.com/entry/erics-bogosians-operation_b_7097268.html,entertainment,non-relevant
https://www.theonion.com/antarctic-observational-comic-running-out-of-ideas-1819566013,sports,non-relevant
https://www.huffingtonpost.com/entry/moscow-protests_us_59189721e4b0fe039b355e07,sports,non-relevant
https://www.theonion.com/row-of-asterisks-spices-up-otherwise-ordinary-e-mail-1819571919,entertainment,non-relevant
https://www.huffingtonpost.com/entry/queer-tattoo-shop_us_58c95a73e4b01c029d78044f,fashion,non-relevant
https://www.huffingtonpost.com/entry/jeff-lindsay-goodbye-dexter_us_55a52cc5e4b0a47ac15d60cf,entertainment,non-relevant
https://www.huffingtonpost.com/entry/university-of-delaware-noose_us_5602a0dde4b00310edf93a76,entertainment,non-relevant
https://www.huffingtonpost.com/entry/gifts-for-plant-lovers_us_5aff32b4e4b0463cdba1c5af,animals,non-relevant
https://www.huffingtonpost.com/entry/cuomo-afghanistan_n_5893280.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/matthew-mcconaughey-youtube-channel_us_57b8bd43e4b03d513688ca99,entertainment,non-relevant
https://www.theonion.com/pope-francis-admits-god-really-starting-to-look-old-1819879536,animals,non-relevant
https://www.huffingtonpost.com/entry/getting-lost-in-the-paren_b_6181148.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/video-congressmans-icantb_b_6272128.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/donald-w-bush_us_59ee180ce4b0a484d064d7b7,entertainment,non-relevant
https://www.theonion.com/mom-uses-full-name-to-refer-to-bisquick-impossibly-easy-1819566208,parenting,non-relevant
https://www.huffingtonpost.com/entry/donald-trump-filemon-vela_us_5a1acb05e4b0cee6c0504421,entertainment,non-relevant
https://www.huffingtonpost.com/entry/luke-bryan-confederate-flag-raising-sisters-kids_us_55b77596e4b0a13f9d1a0ed0,entertainment,non-relevant
https://www.theonion.com/rich-first-grader-buys-whole-sheet-of-gold-stars-1819566777,parenting,non-relevant
https://www.huffingtonpost.com/entry/we-aint-germans_b_5666629.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/matt-bevin-kentucky-confederate-statues_us_59946af7e4b04b193362462e,entertainment,non-relevant
https://www.huffingtonpost.com/entry/how-caitlyn-jenner-is-helping-me-be-a-better-me_b_7537712.html,fashion,non-relevant
https://www.theonion.com/new-apple-campaign-urges-consumers-to-buy-iphone-for-ot-1819573673,technology,non-relevant
https://www.theonion.com/manager-of-combination-taco-bell-kfc-secretly-considers-1825290602,fashion,non-relevant
https://www.huffingtonpost.com/entry/-wild-tales-outstanding-b_b_5389941.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/donald-trump-cte-kevin-blackistone_us_59c98009e4b06ddf45fa8f7f,sports,non-relevant
https://www.huffingtonpost.com/entry/black-ribbon-in-the-balsa_b_6315304.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/buttermilk-biscuit-recipes_n_7274192.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/ai-weiwei-commemorates-drowned-refugees-with-public-installation-during-berlin-film-festival_us_56c20c0de4b08ffac125f029,entertainment,non-relevant
https://www.huffingtonpost.com/entry/little-boy-stands-tall_b_7144538.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/jake-tapper-tweets-response-snl-kellyanne-conway-sketch_us_58a1d246e4b03df370d886c5,entertainment,non-relevant
https://www.huffingtonpost.com/entry/hobby-lobby-poll_n_5540769.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/steven-hayes-kosher_n_6240420.html,sports,non-relevant
https://www.huffingtonpost.com/entry/jada-pinkett-smith-gabrielle-union-feud_us_5aec363be4b041fd2d257f8d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-feb-10_us_56bac83ce4b0c3c5504f6cba,fashion,non-relevant
https://www.huffingtonpost.com/entry/dear-mr-president-a-dispatch-from-bowling-green_us_58955fd7e4b02bbb1816ba90,sports,non-relevant
https://www.huffingtonpost.com/entry/shinto-priestess-killed-by-brother-during-sword-attack-at-tokyo-shrine_us_5a2ac2cce4b073789f695096,entertainment,non-relevant
https://www.huffingtonpost.com/entry/journalists-rebuke-of-michelle-wolf-doesnt-celebrate-press-freedom_us_5ae70b2fe4b02baed1bc4dd8,entertainment,non-relevant
https://www.huffingtonpost.com/entry/nina-dobrev-return-to-vampire-diaries_us_587e7cf6e4b01cdc64c82984,entertainment,non-relevant
https://www.huffingtonpost.com/entry/british-pm-buddies-up-to-trump_us_58664f64e4b0d9a5945af5e8,entertainment,non-relevant
https://www.theonion.com/child-assured-it-will-be-long-time-before-he-dies-1819574566,parenting,non-relevant
https://www.huffingtonpost.com/entry/prank-leaves-girl-glued_us_568a8627e4b014efe0dae81f,fashion,non-relevant
https://www.huffingtonpost.com/entry/tamir-rice-family-slams-prosecutors_us_5670572ce4b0e292150f67dc,entertainment,non-relevant
https://www.huffingtonpost.com/entry/obama-isis-iran_n_6165352.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/afi-docs-where-policy-mee_b_7564840.html,entertainment,non-relevant
https://www.theonion.com/school-bully-not-so-tough-since-being-molested-1819587116,academic,non-relevant
https://www.huffingtonpost.com/entry/the-real-mothers-of-mothe_b_5297124.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/dad-shoots-daughter-teaching-gun-safety_us_55bfac35e4b0d4f33a0384a5,parenting,non-relevant
https://www.huffingtonpost.com/entry/3-unexpected-tips-on-taming-screen-time-in-your-household_us_559f2311e4b01c2162a63ff7,entertainment,non-relevant
https://www.huffingtonpost.com/entry/dee-bogetti-gps-guide_us_56e729c7e4b0b25c9182fd9f,entertainment,non-relevant
https://www.theonion.com/war-torn-blood-soaked-kosovo-would-bombing-it-help-1819586587,animals,non-relevant
https://www.huffingtonpost.com/entry/starving-for-a-fantasy_b_6920540.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/what-to-do-own-volkswagen-recalled_us_55fdcf38e4b00310edf754c4,fashion,non-relevant
https://www.huffingtonpost.com/entry/to-read-or-not-to-read-pa_b_6174326.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/bernie-sanders-hillary-clinton-iowa_us_55f1798ae4b093be51bdb35c,fashion,non-relevant
https://www.huffingtonpost.com/entry/don-hazen-accused-sexual-harassment_us_5a3ad9d1e4b06d1621b192d8,entertainment,non-relevant
https://www.huffingtonpost.com/entry/success-and-still-enjoying-your-happy-place_b_5579043.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/lin-manuel-miranda-ellen-degeneres_us_5825ec17e4b0c4b63b0c4840,entertainment,non-relevant
https://www.huffingtonpost.com/entry/john-lewis-donald-trump-civil-rights-museum_us_5a29a5fbe4b0a290f04f2f70,entertainment,non-relevant
https://www.huffingtonpost.com/entry/is-trouble-brewing-for-the-2015-npt-review-conference_b_7106216.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/huffpost-hill_n_6858772.html,fashion,non-relevant
https://www.theonion.com/kite-flyer-in-the-zone-1819587609,fashion,non-relevant
https://www.theonion.com/bacon-just-one-of-sprints-new-downloadable-ring-scents-1819567731,fashion,non-relevant
https://www.huffingtonpost.com/entry/i-photograph-to-remember_b_6281740.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/steven-holcomb-tribute_us_5a7d56a2e4b0c6726e11db7d,sports,non-relevant
https://www.huffingtonpost.com/entry/with-history-art-culture-_b_6344880.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/power-plan-foes-from-mars_b_12068010.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/journalists-who-refuse-to_b_10661042.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/nukes-and-the-global-schism_us_5967d173e4b022bb9372b023,entertainment,non-relevant
https://www.huffingtonpost.com/entry/negro-week-at-the-19391940-new-york-worlds-fair_us_58b26313e4b02f3f81e44893,fashion,non-relevant
https://www.huffingtonpost.com/entry/trump-threatens-veto-of-spending-bill-over-border-wall-funding_us_5ab4f979e4b008c9e5f676aa,entertainment,non-relevant
https://www.huffingtonpost.com/entry/6-diy-stress-hacks-using-whats-in-your-closet_b_7525764.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-major-concern-with-the-phone-call-with-taiwan_us_5844423fe4b0b93e10f8e31a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/a-weird-and-wonderful-cab_b_6957164.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/companies-urged-to-report-climate-change-risks_us_56fe7911e4b0a06d58057057,fashion,non-relevant
https://www.huffingtonpost.com/entry/louvre-rats_n_5631598.html,animals,non-relevant
https://www.huffingtonpost.com/entry/trump-no-1-polls-macarena_us_55b25af5e4b0224d8831f6ce,entertainment,non-relevant
https://www.huffingtonpost.com/entry/boy-george-saves-a-child-from-suicide-among-other_us_58334d6fe4b08c963e344339,entertainment,non-relevant
https://www.theonion.com/sprint-t-mobile-ceos-merge-into-grotesque-executive-hy-1825660392,fashion,non-relevant
https://www.huffingtonpost.com/entry/patrick-stewart-1-star-reviews_us_58afe43fe4b060480e069d26,entertainment,non-relevant
https://www.huffingtonpost.com/entry/safeguarding-the-well-bei_b_7509452.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/anger-gun-violence_us_5a8b18f5e4b05c2bcace143f,entertainment,non-relevant
https://www.theonion.com/suzanne-somers-named-u-s-thighmaster-general-1819586302,fashion,non-relevant
https://www.huffingtonpost.com/entry/oscar-isaac-hamlet_us_595ff12ce4b0615b9e9194e3,entertainment,non-relevant
https://www.huffingtonpost.com/entry/terror-at-the-mall-kenya-documentary_n_5810932.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/watch-stories-you-wont-be_b_5558211.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/danny-willett-wins-masters_us_570adde0e4b0142232495057,sports,non-relevant
https://www.huffingtonpost.com/entry/first-gay-couple-receives-marriage-license-in-jailed-kentucky-clerks-county_us_55e98be0e4b093be51bb2349,entertainment,non-relevant
https://www.theonion.com/worlds-jews-celebrate-christmas-with-ceremonial-re-murd-1819565421,sports,non-relevant
https://www.huffingtonpost.com/entry/john-mccain-ebola-czar_n_5972988.html,animals,non-relevant
https://www.huffingtonpost.com/entry/father-of-trump-tower-climber-also-has-an-important-message-for-you_us_57ae374de4b007c36e4edb09,entertainment,non-relevant
https://www.huffingtonpost.com/entry/white-nationalist-calls-presidents-denouncement-of-hate-groups-kumbaya-nonsense_us_59923778e4b09096429961e8,entertainment,non-relevant
https://www.huffingtonpost.com/entry/london-terror-attack-suspects_us_59337ebfe4b0c242ca24ba43,entertainment,non-relevant
https://www.huffingtonpost.com/entry/breast-cancer-dont-ask-us-to-get-over-it_us_57f18712e4b07f20daa10e51,entertainment,non-relevant
https://www.huffingtonpost.com/entry/facebook-passive-use_us_5a34517ae4b040881beaae39,entertainment,non-relevant
https://www.theonion.com/verb-to-follow-noun-prepositional-phrase-to-follow-1819564061,fashion,non-relevant
https://www.huffingtonpost.com/entry/a-friendship-valentine_us_58a0c6efe4b0cd37efcfea0a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/the-importance-of-being-c_1_b_5244652.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/adele-tweets-apology-after-stage-rigging-hits-glasgow-concertgoer_us_56f6d02be4b0a372181a210a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/australia-same-sex-marriage-religious-freedom_us_5a0c8e7fe4b0bc648a0f9c6f,entertainment,non-relevant
https://www.huffingtonpost.com/entry/voters-mixed-feelings-hillary-clinton-donald-trump_us_5730f7ebe4b096e9f0925621,entertainment,non-relevant
https://www.theonion.com/15-years-in-environment-of-constant-fear-somehow-fails-1819576202,animals,non-relevant
https://www.huffingtonpost.com/entry/michael-buckley-sex-tips-play_us_559da0bde4b01c2162a5d17b,entertainment,non-relevant
https://www.huffingtonpost.com/entry/legends-of-new-yorks-latex-ball-celebrate-history-of-ballroom-and-voguing_us_55b296a6e4b0a13f9d188c6b,fashion,non-relevant
https://www.theonion.com/hubble-telescope-discovers-giant-amelia-earhart-statue-1819592315,entertainment,non-relevant
https://www.huffingtonpost.com/entry/trump-is-telling-jokes-but-nobodys-laughing_us_5983d162e4b0f2c7d93f5499,entertainment,non-relevant
https://www.huffingtonpost.com/entry/kellie-pickler-family-feud-fail_us_57726de8e4b017b379f73c2d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/jeb-bush-family-dynasty_us_55ce4cf1e4b07addcb4304a7,entertainment,non-relevant
https://www.huffingtonpost.com/entry/colorado-voters-trump-voter-fraud-probe_us_59f3690ae4b077d8dfc960b9,entertainment,non-relevant
https://www.huffingtonpost.com/entry/vin-diesel-dubs-i-am-groot_n_5635213.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/luiso-garcia-tess-asplund-image_us_5730b710e4b096e9f09205c8,fashion,non-relevant
https://www.huffingtonpost.com/entry/new-years-resolutionlet-c_b_6407324.html,academic,non-relevant
https://www.huffingtonpost.com/entry/paris-notre-dame-gas-cylinders_us_57d000afe4b0a48094a69500,entertainment,non-relevant
https://www.huffingtonpost.com/entry/teen-beauty-products_b_5194220.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/financial-burden-of-cancer-can-harm-quality-of-life_us_56e6df1ae4b065e2e3d68296,entertainment,non-relevant
https://www.theonion.com/cnn-anchor-interviews-al-jazeera-anchor-who-interviewed-1819572373,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-quadruple-bottom-line_b_5413762.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/elizabeth-lesser-repairing-a-broken-relationship_us_57ed5a77e4b082aad9b9f46c,entertainment,non-relevant
https://www.huffingtonpost.com/entry/barack-obama-public-lands-trump_us_5837f4ece4b09b6056006007,entertainment,non-relevant
https://www.huffingtonpost.com/entry/the-changing-holiday-shop_b_13256406.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/funny-road-sign_n_5952970.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/australian-lawmaker-shoots-opponents-in-campaign-ad-draws-ire-after-orlando_us_5761209fe4b05e4be860398d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/creepy-peter-pan-disney-world_us_5609484ae4b0dd8503081abc,entertainment,non-relevant
https://www.huffingtonpost.com/entry/brown-ribbon-campaign-hollywood-latinos_us_56d1f358e4b0871f60eba3ce,entertainment,non-relevant
https://www.huffingtonpost.com/entry/for-americas-future-engin_b_6118016.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/darrelle-revis-to-be-charged-in-fight-that-leaves-two-men-unconscious_us_58a716b6e4b045cd34c0ed1c,entertainment,non-relevant
https://www.theonion.com/move-to-houseboat-regretted-by-third-day-1819566198,entertainment,non-relevant
https://www.theonion.com/buick-regal-named-best-vehicle-in-class-for-idling-outs-1819579697,fashion,non-relevant
https://www.theonion.com/arizona-iced-tea-unveils-new-4-foot-tall-cans-1819590557,animals,non-relevant
https://www.huffingtonpost.com/entry/black-lives-matter-census-project-alicia-garza_us_5a9429fce4b02cb368c42d52,entertainment,non-relevant
https://www.huffingtonpost.com/entry/911-audio-leaked-in-killing-of-unarmed-black-teen-christian-taylor_us_55c6757de4b0923c12bd15f6,entertainment,non-relevant
https://www.huffingtonpost.com/entry/for-a-firsttime-marathone_b_6031016.html,sports,non-relevant
https://www.huffingtonpost.com/entry/hate-preachers-on-qatar-c_b_9785706.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/3-reminders-that-can-help-you-raise-resilient-kids_b_5585453.html,parenting,non-relevant
https://www.theonion.com/nation-horrified-to-learn-about-war-in-afghanistan-whil-1819574188,animals,non-relevant
